TransportType    LoadFactor                  WorkLoad                  MsgSizeRange  SizeCntPercent  BytesPercent   UnschedBytes   MeanStretch   MedianStretch 99PercentStretch
    Homa             0.5                FACEBOOK_HADOOP_ALL                42493         0.93598        0.30696          9328      1.20630015591        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                42493         0.93598        0.30696          9328            NA       1.14838693768        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                42493         0.93598        0.30696          9328            NA             NA       1.97967630493 
    Homa             0.5                FACEBOOK_HADOOP_ALL                44531         0.94964        0.32751          9328      1.20948511707        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                44531         0.94964        0.32751          9328            NA       1.14977727677        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                44531         0.94964        0.32751          9328            NA             NA       1.99601820722 
    Homa             0.5                FACEBOOK_HADOOP_ALL                45913         1.01328        0.36184          9328      1.21218989261        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                45913         1.01328        0.36184          9328            NA        1.1482042033        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                45913         1.01328        0.36184          9328            NA             NA       1.99761634097 
    Homa             0.5                FACEBOOK_HADOOP_ALL                47435         1.19041        0.43938          9328      1.21154878772        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                47435         1.19041        0.43938          9328            NA       1.15064362139        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                47435         1.19041        0.43938          9328            NA             NA       2.00069157615 
    Homa             0.5                FACEBOOK_HADOOP_ALL                48609         1.11285        0.42226          9328       1.2159012508        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                48609         1.11285        0.42226          9328            NA        1.1479629583        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                48609         1.11285        0.42226          9328            NA             NA        2.0179373751 
    Homa             0.5                FACEBOOK_HADOOP_ALL                49408         0.74116        0.28713          9328      1.21887944542        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                49408         0.74116        0.28713          9328            NA       1.14999567286        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                49408         0.74116        0.28713          9328            NA             NA       2.02112012829 
    Homa             0.5                FACEBOOK_HADOOP_ALL                50632         1.12103        0.44318          9328      1.21530668975        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                50632         1.12103        0.44318          9328            NA       1.14838026426        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                50632         1.12103        0.44318          9328            NA             NA       2.01430244741 
    Homa             0.5                FACEBOOK_HADOOP_ALL                57684         0.81507        0.34053          9328      1.21773589615        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                57684         0.81507        0.34053          9328            NA       1.15020523475        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                57684         0.81507        0.34053          9328            NA             NA       2.04235399863 
    Homa             0.5                FACEBOOK_HADOOP_ALL                69014         1.03943        0.52829          9328      1.23336172005        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                69014         1.03943        0.52829          9328            NA       1.15282929947        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                69014         1.03943        0.52829          9328            NA             NA       2.08760937801 
    Homa             0.5                FACEBOOK_HADOOP_ALL                74266         0.92703        0.52639          9328      1.23860355505        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                74266         0.92703        0.52639          9328            NA       1.15529326824        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                74266         0.92703        0.52639          9328            NA             NA       2.16515580455 
    Homa             0.5                FACEBOOK_HADOOP_ALL                77041         1.07786        0.64546          9328      1.24355878733        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                77041         1.07786        0.64546          9328            NA       1.15675700052        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                77041         1.07786        0.64546          9328            NA             NA       2.15984747014 
    Homa             0.5                FACEBOOK_HADOOP_ALL                79595         1.18617        0.73314          9328      1.24641473599        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                79595         1.18617        0.73314          9328            NA       1.15442793448        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                79595         1.18617        0.73314          9328            NA             NA       2.18276467335 
    Homa             0.5                FACEBOOK_HADOOP_ALL                81565         0.88916        0.56545          9328      1.24805843706        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                81565         0.88916        0.56545          9328            NA       1.15812987815        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                81565         0.88916        0.56545          9328            NA             NA       2.19202140994 
    Homa             0.5                FACEBOOK_HADOOP_ALL                91238         0.83543        0.57295          9328      1.25485923658        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                91238         0.83543        0.57295          9328            NA       1.15861643478        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                91238         0.83543        0.57295          9328            NA             NA       2.23306415079 
    Homa             0.5                FACEBOOK_HADOOP_ALL                104584        1.02120        0.79251          9328      1.26341094512        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                104584        1.02120        0.79251          9328            NA       1.15839869177        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                104584        1.02120        0.79251          9328            NA             NA       2.27351156923 
    Homa             0.5                FACEBOOK_HADOOP_ALL                120373        1.01715        0.90096          9328      1.27341104638        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                120373        1.01715        0.90096          9328            NA       1.16243467246        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                120373        1.01715        0.90096          9328            NA             NA       2.30315499253 
    Homa             0.5                FACEBOOK_HADOOP_ALL                141975        1.01570        1.04925          9328      1.28933607343        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                141975        1.01570        1.04925          9328            NA       1.16717719272        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                141975        1.01570        1.04925          9328            NA             NA       2.38991547186 
    Homa             0.5                FACEBOOK_HADOOP_ALL                167112        0.94013        1.14730          9328      1.30151871668        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                167112        0.94013        1.14730          9328            NA       1.17386608122        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                167112        0.94013        1.14730          9328            NA             NA       2.42620858357 
    Homa             0.5                FACEBOOK_HADOOP_ALL                197911        1.01736        1.46953          9328      1.31889043892        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                197911        1.01736        1.46953          9328            NA       1.18367143755        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                197911        1.01736        1.46953          9328            NA             NA       2.46181424506 
    Homa             0.5                FACEBOOK_HADOOP_ALL                228718        1.01870        1.71913          9328      1.33822833509        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                228718        1.01870        1.71913          9328            NA        1.1932839331        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                228718        1.01870        1.71913          9328            NA             NA       2.55566122938 
    Homa             0.5                FACEBOOK_HADOOP_ALL                273075        1.01987        2.00417          9328      1.35998503467        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                273075        1.01987        2.00417          9328            NA       1.20642271026        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                273075        1.01987        2.00417          9328            NA             NA       2.61431767981 
    Homa             0.5                FACEBOOK_HADOOP_ALL                406302        0.92019        2.39662          9328      1.39159047979        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                406302        0.92019        2.39662          9328            NA        1.2377536468        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                406302        0.92019        2.39662          9328            NA             NA       2.73840002343 
    Homa             0.5                FACEBOOK_HADOOP_ALL                832442        1.02505        4.80804          9328      1.47829690823        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                832442        1.02505        4.80804          9328            NA       1.31621309427        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL                832442        1.02505        4.80804          9328            NA             NA       2.89019640639 
    Homa             0.5                FACEBOOK_HADOOP_ALL               1660940        1.01345        9.78438          9328      1.64538808759        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL               1660940        1.01345        9.78438          9328            NA       1.44995473436        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL               1660940        1.01345        9.78438          9328            NA             NA       3.43437435197 
    Homa             0.5                FACEBOOK_HADOOP_ALL               3430822        1.04152        19.05636         9328      1.90287443956        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL               3430822        1.04152        19.05636         9328            NA       1.66581472548        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL               3430822        1.04152        19.05636         9328            NA             NA       4.22141272442 
    Homa             0.5                FACEBOOK_HADOOP_ALL               10000000       0.90920        47.10873         9328      2.67090649123        NA             NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL               10000000       0.90920        47.10873         9328            NA       2.32573039648        NA      
    Homa             0.5                FACEBOOK_HADOOP_ALL               10000000       0.90920        47.10873         9328            NA             NA       6.94110343744 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 130          1.03889        0.00139          9328      1.52990208195        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 130          1.03889        0.00139          9328            NA       1.49793991492        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 130          1.03889        0.00139          9328            NA             NA       2.28698751552 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 227          0.96456        0.00214          9328      1.48250466644        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 227          0.96456        0.00214          9328            NA       1.45495700246        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 227          0.96456        0.00214          9328            NA             NA       2.16173055426 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 248          1.04318        0.00261          9328      1.46926432885        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 248          1.04318        0.00261          9328            NA       1.44270107605        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 248          1.04318        0.00261          9328            NA             NA       2.13062690059 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 271          1.04316        0.00278          9328      1.46095510535        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 271          1.04316        0.00278          9328            NA       1.43438747835        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 271          1.04316        0.00278          9328            NA             NA       2.10030478777 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 297          1.00734        0.00286          9328      1.45220478246        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 297          1.00734        0.00286          9328            NA       1.42680275151        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 297          1.00734        0.00286          9328            NA             NA       2.08483279614 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 303          0.96183        0.00285          9328      1.45002092649        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 303          0.96183        0.00285          9328            NA       1.42348783216        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 303          0.96183        0.00285          9328            NA             NA       2.07900812843 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 308          1.71626        0.00514          9328      1.44865184876        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 308          1.71626        0.00514          9328            NA       1.42259878149        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 308          1.71626        0.00514          9328            NA             NA       2.06176801034 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 310          0.85373        0.00258          9328      1.44746652644        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 310          0.85373        0.00258          9328            NA       1.42277970185        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 310          0.85373        0.00258          9328            NA             NA       2.04602522794 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 313          0.85513        0.00260          9328      1.44729048361        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 313          0.85513        0.00260          9328            NA       1.42138879391        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 313          0.85513        0.00260          9328            NA             NA       2.04489209661 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 315          0.86021        0.00263          9328      1.44434214448        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 315          0.86021        0.00263          9328            NA       1.42100162024        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 315          0.86021        0.00263          9328            NA             NA       2.04182209994 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 318          0.85805        0.00264          9328      1.44548574262        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 318          0.85805        0.00264          9328            NA       1.41882069088        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 318          0.85805        0.00264          9328            NA             NA       2.04896444095 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 321          0.85713        0.00266          9328      1.44316188335        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 321          0.85713        0.00266          9328            NA        1.4170024264        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 321          0.85713        0.00266          9328            NA             NA        2.0365305801 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 326          1.71144        0.00535          9328      1.44289872287        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 326          1.71144        0.00535          9328            NA       1.41517057355        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 326          1.71144        0.00535          9328            NA             NA       2.03934587823 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 331          0.65451        0.00208          9328      1.44271757992        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 331          0.65451        0.00208          9328            NA       1.41645242114        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 331          0.65451        0.00208          9328            NA             NA       2.07157655243 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 335          0.64987        0.00208          9328      1.44056429131        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 335          0.64987        0.00208          9328            NA       1.41533272131        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 335          0.64987        0.00208          9328            NA             NA       2.05917912298 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 345          1.29116        0.00421          9328      1.43649291373        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 345          1.29116        0.00421          9328            NA       1.40895253534        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 345          1.29116        0.00421          9328            NA             NA       2.02705420896 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 350          0.64864        0.00215          9328      1.43471937155        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 350          0.64864        0.00215          9328            NA       1.41117547563        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 350          0.64864        0.00215          9328            NA             NA       2.03751319527 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 360          1.29530        0.00437          9328      1.43356285003        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 360          1.29530        0.00437          9328            NA       1.40777059432        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 360          1.29530        0.00437          9328            NA             NA       2.02364543086 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 371          1.29472        0.00447          9328      1.42881118685        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 371          1.29472        0.00447          9328            NA       1.40481193058        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 371          1.29472        0.00447          9328            NA             NA       2.01554071175 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 376          0.64916        0.00228          9328      1.42699208853        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 376          0.64916        0.00228          9328            NA       1.40282146349        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 376          0.64916        0.00228          9328            NA             NA       2.01291189102 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 395          0.81470        0.00293          9328       1.4239382594        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 395          0.81470        0.00293          9328            NA       1.40109144448        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 395          0.81470        0.00293          9328            NA             NA       1.99591937976 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 420          1.02609        0.00386          9328      1.41848750395        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 420          1.02609        0.00386          9328            NA        1.3940566154        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 420          1.02609        0.00386          9328            NA             NA       1.99938152168 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 435          1.03202        0.00405          9328      1.41165736863        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 435          1.03202        0.00405          9328            NA       1.38810399943        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 435          1.03202        0.00405          9328            NA             NA        1.9818877265 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 452          1.22218        0.00493          9328      1.40902039641        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 452          1.22218        0.00493          9328            NA       1.38407095863        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 452          1.22218        0.00493          9328            NA             NA       1.94831041694 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 463          0.81636        0.00338          9328      1.40404652753        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 463          0.81636        0.00338          9328            NA       1.38070303062        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 463          0.81636        0.00338          9328            NA             NA        1.9405343274 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 480          1.22157        0.00518          9328      1.40172460012        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 480          1.22157        0.00518          9328            NA       1.37951610046        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 480          1.22157        0.00518          9328            NA             NA       1.92863380182 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 491          1.96026        0.00856          9328       1.3971965212        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 491          1.96026        0.00856          9328            NA       1.37370297905        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 491          1.96026        0.00856          9328            NA             NA       1.92689417387 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 502          1.96677        0.00875          9328      1.39332419647        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 502          1.96677        0.00875          9328            NA       1.37154507289        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 502          1.96677        0.00875          9328            NA             NA       1.91618831818 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 513          1.95605        0.00886          9328      1.39143567752        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 513          1.95605        0.00886          9328            NA       1.36766802076        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 513          1.95605        0.00886          9328            NA             NA       1.91708790617 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 525          1.95004        0.00901          9328      1.38811023251        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 525          1.95004        0.00901          9328            NA       1.36451451372        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 525          1.95004        0.00901          9328            NA             NA       1.90846303738 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 537          1.94388        0.00915          9328      1.38456889103        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 537          1.94388        0.00915          9328            NA       1.36067740383        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 537          1.94388        0.00915          9328            NA             NA        1.9068265077 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 549          1.96079        0.00941          9328      1.38240017837        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 549          1.96079        0.00941          9328            NA       1.36033821573        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 549          1.96079        0.00941          9328            NA             NA       1.88754352638 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 561          1.96055        0.00958          9328      1.37996401467        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 561          1.96055        0.00958          9328            NA       1.35693111984        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 561          1.96055        0.00958          9328            NA             NA        1.8912112109 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 574          1.95120        0.00972          9328      1.37772836797        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 574          1.95120        0.00972          9328            NA       1.35496695517        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 574          1.95120        0.00972          9328            NA             NA       1.88336867613 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 587          1.94606        0.00989          9328      1.37543474272        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 587          1.94606        0.00989          9328            NA       1.35315091317        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 587          1.94606        0.00989          9328            NA             NA       1.88412428352 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 600          1.94554        0.01007          9328      1.37091545165        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 600          1.94554        0.01007          9328            NA       1.34765626141        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 600          1.94554        0.01007          9328            NA             NA       1.86856829546 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 607          0.57225        0.00299          9328      1.36858470965        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 607          0.57225        0.00299          9328            NA       1.34717810617        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 607          0.57225        0.00299          9328            NA             NA       1.85533959493 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 615          0.57231        0.00303          9328      1.36620359333        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 615          0.57231        0.00303          9328            NA        1.3444510568        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 615          0.57231        0.00303          9328            NA             NA       1.86192513323 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 630          1.14801        0.00617          9328      1.36478837075        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 630          1.14801        0.00617          9328            NA        1.343473437         NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 630          1.14801        0.00617          9328            NA             NA       1.85737418455 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 646          1.14430        0.00628          9328      1.36317080469        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 646          1.14430        0.00628          9328            NA       1.34183053305        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 646          1.14430        0.00628          9328            NA             NA       1.85421099412 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 662          1.15375        0.00647          9328      1.35822342853        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 662          1.15375        0.00647          9328            NA       1.33512878197        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 662          1.15375        0.00647          9328            NA             NA        1.8465336257 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 671          0.57808        0.00330          9328      1.35637936509        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 671          0.57808        0.00330          9328            NA       1.33657348009        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 671          0.57808        0.00330          9328            NA             NA       1.82655490821 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 685          0.92445        0.00534          9328      1.35429415717        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 685          0.92445        0.00534          9328            NA       1.33342530563        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 685          0.92445        0.00534          9328            NA             NA       1.82658982302 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 702          1.05722        0.00623          9328      1.35144092944        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 702          1.05722        0.00623          9328            NA       1.33102823182        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 702          1.05722        0.00623          9328            NA             NA       1.83227688845 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 719          1.05933        0.00637          9328      1.34800880259        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 719          1.05933        0.00637          9328            NA       1.32721473776        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 719          1.05933        0.00637          9328            NA             NA       1.81388692185 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 737          1.05683        0.00650          9328       1.3456139633        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 737          1.05683        0.00650          9328            NA       1.32504899532        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 737          1.05683        0.00650          9328            NA             NA       1.81245249692 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 762          0.97260        0.00614          9328       1.3421192279        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 762          0.97260        0.00614          9328            NA       1.32168996346        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 762          0.97260        0.00614          9328            NA             NA       1.80149690103 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 787          0.97702        0.00635          9328      1.33760950785        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 787          0.97702        0.00635          9328            NA       1.31822223072        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 787          0.97702        0.00635          9328            NA             NA       1.78990356632 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 825          0.93162        0.00625          9328      1.33090100139        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 825          0.93162        0.00625          9328            NA       1.31128809576        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 825          0.93162        0.00625          9328            NA             NA       1.76941281415 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 885          1.04764        0.00744          9328      1.32366318513        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 885          1.04764        0.00744          9328            NA       1.30364677967        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 885          1.04764        0.00744          9328            NA             NA       1.76421422195 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 960          0.92353        0.00704          9328      1.30979137052        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 960          0.92353        0.00704          9328            NA       1.29038493096        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 960          0.92353        0.00704          9328            NA             NA       1.73055784253 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1063         1.11346        0.00922          9328      1.30000701357        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1063         1.11346        0.00922          9328            NA       1.28261493655        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1063         1.11346        0.00922          9328            NA             NA       1.69359556319 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1177         0.92732        0.00846          9328      1.28346942474        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1177         0.92732        0.00846          9328            NA       1.26573819596        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1177         0.92732        0.00846          9328            NA             NA       1.65685194406 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1303         0.96348        0.00966          9328      1.26946510971        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1303         0.96348        0.00966          9328            NA       1.25138185581        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1303         0.96348        0.00966          9328            NA             NA       1.62172091482 
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1425         0.96528        0.01052          9328      1.25497127233        NA             NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1425         0.96528        0.01052          9328            NA       1.24021253195        NA      
    Homa             0.8                FACEBOOK_HADOOP_ALL                 1425         0.96528        0.01052          9328            NA             NA        1.5885636919 
